customer_id,first_name,last_name,email,phone_number,date_of_birth,gender,address,city,state,zip_code,country,account_creation_date,customer_segment,account_status,preferred_contact_method,credit_score,annual_income
CUST_000039,Elizabeth,Miller,carlos88@example.net,380.767.0654x05153,1952-12-25,Female,"277 Lisa Circles Suite 043
Port Jameston, MD 41143",Haysside,New Mexico,33703,USA,2020-10-04,Individual,Suspended,Email,753,169264
CUST_000040,Deborah,Mitchell,glennmartin@example.org,(366)876-5277x584,1949-07-21,Male,"451 Mark Hill
Seanchester, GA 90909",Bellton,Washington,46711,USA,2023-08-27,Individual,Active,Email,395,86965
CUST_000041,Ryan,Fowler,jonesdana@example.com,220.429.7021x35569,1987-05-12,Male,"USNV Wallace
FPO AE 75726",New Michael,Massachusetts,85640,USA,2021-12-21,Small Business,Active,Phone,710,40370
CUST_000042,Susan,Johnson,victorhughes@example.net,344-473-9473,1998-04-22,Male,"55188 Vance Vista Apt. 258
North Tracie, WY 18703",Port Troy,Mississippi,73117,USA,2023-06-10,Small Business,Active,App,571,144277
CUST_000043,Tanner,Bird,cherylmiller@example.com,(778)466-9125x1778,1999-11-21,Female,"68018 Kevin Estates
Sarahbury, MI 68513",Meghanview,Illinois,83739,USA,2025-05-12,Small Business,Active,App,458,74780
CUST_000044,Joshua,Weber,shawgary@example.net,(229)695-9001,1985-08-07,Female,"078 May Hollow Suite 364
Joneston, GA 58120",Washingtonborough,Michigan,80017,USA,2021-04-18,Individual,Cancelled,Email,621,39985
CUST_000045,Michelle,Flores,theresa25@example.net,+1-415-337-1473,1947-10-08,Male,"USCGC Wright
FPO AE 43418",Jamesburgh,New York,67967,USA,2022-11-29,Enterprise,Active,Phone,358,158124
CUST_000046,Natasha,Jimenez,landrywilliam@example.org,695.200.4797,1997-12-13,Male,"565 Richard Port Apt. 584
South Williamside, KY 82190",East Theresafurt,Mississippi,44945,USA,2023-05-15,Individual,Active,Email,540,130847
CUST_000047,Michael,Thomas,cporter@example.org,(757)787-2982,1954-10-26,Male,"Unit 4958 Box 8879
DPO AA 62746",West Markville,Nebraska,77008,USA,2022-02-12,Enterprise,Active,Email,383,134897
CUST_000048,Rachel,Wiggins,carlsonjoseph@example.net,001-399-530-9728x96230,1945-10-09,Other,"3689 Salas Street
Lake Devinborough, OH 43105",Foxmouth,Idaho,60750,USA,2025-02-20,Enterprise,Active,SMS,567,78545
CUST_000049,Matthew,Gomez,chelsea33@example.com,+1-743-644-3757,1962-09-17,Other,"5240 Moses Common Suite 747
East Maria, KY 74165",Derrickshire,Kansas,32280,USA,2020-10-30,Enterprise,Active,SMS,705,59308
CUST_000050,Rebecca,Perez,briangutierrez@example.net,212.308.2677x3454,1985-09-03,Other,"62067 Sharon Well
Nancytown, ME 74944",West Justinside,North Dakota,65239,USA,2025-01-09,Enterprise,Active,SMS,374,27441
CUST_000051,Dennis,Gordon,james15@example.org,001-774-320-5493x2966,1969-10-31,Female,"5304 Young Terrace
Stephanieport, OR 95250",West Desireebury,Arkansas,88029,USA,2021-03-02,Enterprise,Cancelled,Email,375,165937
CUST_000052,Kurt,Sullivan,hannah45@example.net,932.572.7956,1992-07-29,Male,"785 Samantha Creek
Port Amyhaven, ID 75566",East Mark,North Dakota,58413,USA,2021-02-27,Enterprise,Active,SMS,370,89037
CUST_000053,Jamie,Aguilar,nolansean@example.org,628.267.9087x406,1991-07-25,Female,"5180 Valerie Mountains
West Robertberg, WI 84586",Brooksfurt,New Hampshire,49980,USA,2022-06-16,Small Business,Active,SMS,841,27050
CUST_000054,Felicia,Stanley,desireebailey@example.org,+1-868-823-0047,1996-06-13,Other,"43106 John Cliff Apt. 907
East Joyfurt, NV 31216",Port Michelle,Arkansas,18868,USA,2023-02-05,Enterprise,Active,Email,437,94328
CUST_000055,Keith,Cabrera,barbara53@example.com,(483)864-4089,1979-08-07,Male,"685 Russell Hills Suite 287
Port Jeremiah, PR 93244",Port Steven,Arkansas,74214,USA,2022-08-22,Individual,Active,Phone,578,98860
CUST_000056,Robert,Moreno,nsanchez@example.com,+1-317-551-8304x6990,1995-04-10,Other,"3540 Sharon Streets
Lake Yvonnefort, PW 32298",South Rose,Oklahoma,42655,USA,2024-06-15,Individual,Active,Phone,570,157489
CUST_000057,Oscar,Ferguson,kyle58@example.com,217.653.5560x932,1979-06-09,Female,"2353 Hudson Gardens Suite 854
Levyfort, NH 22551",Garyside,New York,24624,USA,2025-03-01,Small Business,Suspended,Email,394,191273
CUST_000058,Amber,May,warrenmary@example.org,+1-900-962-3120x38750,1945-07-27,Female,"08484 Wayne Square Suite 211
East James, NC 33585",Josephfurt,Colorado,49397,USA,2025-05-17,Small Business,Active,SMS,433,192015
CUST_000059,Stephen,Sanchez,kevinclayton@example.org,+1-801-766-6870x0217,1980-03-24,Female,"033 Nelson Club
Rachelshire, TN 04813",Port Leonard,Indiana,77444,USA,2021-04-19,Individual,Active,App,309,54327
CUST_000060,Lori,Nicholson,evansanne@example.net,(785)862-1850x1631,2005-08-14,Male,"7358 Reynolds Springs Suite 194
Lake Charles, KY 20715",Dawsonberg,West Virginia,51569,USA,2022-02-28,Enterprise,Suspended,Email,678,177701
CUST_000061,Daniel,Smith,sean41@example.org,226-378-8861,1966-11-16,Other,"0466 Jenny Points Apt. 982
Jacksonview, ME 35681",Thomasburgh,Nevada,36671,USA,2022-09-07,Individual,Active,Email,615,120591
CUST_000062,Todd,Jones,sheryl79@example.net,871.724.0659,1972-04-24,Male,"5937 Thompson Locks
Kellyfort, OK 32276",Nicholasfurt,Mississippi,15428,USA,2025-03-28,Small Business,Active,Phone,405,117714
CUST_000063,James,Osborn,erinpierce@example.net,837.841.6724x342,1949-03-28,Other,"Unit 7968 Box 8680
DPO AA 92465",North Kaylastad,Hawaii,85304,USA,2023-08-23,Small Business,Cancelled,Phone,542,67598
CUST_000064,Anna,Newman,vrasmussen@example.com,501-943-8889,1968-02-24,Male,"0714 Knapp Corner
Port Sheliaberg, MI 41381",Stanleyborough,North Dakota,63799,USA,2022-04-27,Small Business,Active,SMS,721,90055
CUST_000065,Connor,Bowen,tflores@example.org,001-810-951-2382x825,1959-03-09,Female,"66093 Vargas Loaf
Lake Jasonview, WV 92744",New Cristianside,Idaho,48446,USA,2022-03-17,Individual,Active,Email,691,35151
CUST_000066,Stephen,Baker,orose@example.com,+1-369-469-1557x924,1964-04-23,Female,"52866 Bailey Manors
South Cynthia, UT 85076",New Garrett,Maine,18889,USA,2021-07-06,Individual,Active,App,658,105003
CUST_000067,Megan,Harvey,stephanie72@example.org,(588)676-7677x2190,1946-08-22,Male,"79788 Ashley Grove Suite 807
South Curtis, MP 86179",West Nancy,Arizona,59448,USA,2021-11-22,Individual,Active,Phone,708,111051
CUST_000068,Michelle,Miller,rowejoel@example.net,001-259-762-9233,1978-02-10,Female,"4494 Derek Terrace
Sellersview, VI 86470",Lake Michelle,Kansas,19669,USA,2024-02-19,Individual,Cancelled,SMS,659,193160
CUST_000069,Maria,Juarez,kburns@example.net,766-271-1684x577,1999-04-27,Other,"751 Robinson Meadow
South Joseph, MP 37672",Amyberg,Oregon,64115,USA,2024-07-09,Small Business,Active,SMS,328,55236
CUST_000070,Patricia,Farmer,garciakristen@example.com,6124770632,1999-09-01,Female,"541 Beck Run
North Randy, ME 95657",South Diana,Virginia,12976,USA,2020-07-31,Individual,Active,SMS,339,53417
CUST_000071,Thomas,Anderson,aprilwallace@example.org,001-751-762-7136x111,2000-01-30,Other,"218 Chelsey Expressway
Bellborough, SC 98578",South Christina,New Hampshire,28975,USA,2021-01-04,Small Business,Active,SMS,746,183914
CUST_000072,Craig,Goodwin,bbell@example.com,(634)213-8999,1997-12-29,Other,"89836 Lucas Tunnel Apt. 761
South Danielle, CA 69744",West Sarahberg,Missouri,74999,USA,2022-09-06,Individual,Active,Phone,560,36635
CUST_000073,Amy,Thompson,xbest@example.org,6918043006,1971-04-07,Other,"1418 Terri Drives
Peterland, ME 92077",Blairbury,Arkansas,32545,USA,2021-01-03,Small Business,Active,Phone,672,138062
CUST_000074,Ryan,Chavez,parkerjudith@example.net,(610)420-2758,1968-01-03,Male,"105 Nelson Circles Suite 917
Dixonton, NM 74803",West Eric,Wyoming,13988,USA,2025-01-18,Enterprise,Suspended,SMS,427,103727
CUST_000075,Emily,Wilson,williamsmichelle@example.org,5757622086,1960-03-21,Other,"PSC 5419, Box 5180
APO AE 29754",South Caseymouth,Maine,41224,USA,2022-03-19,Small Business,Active,SMS,712,102504
CUST_000076,Angela,Smith,kellymueller@example.net,+1-237-559-7383x206,1978-09-11,Other,"0641 Alyssa Freeway
Vasquezton, FL 93778",Christopherbury,North Dakota,54641,USA,2024-01-31,Individual,Active,App,478,186353
CUST_000077,Nathan,Villegas,carpenterwilliam@example.net,(719)990-6234x4565,1961-09-17,Other,"91212 Owens Lodge
New Michaelborough, NV 40911",Bakerville,Colorado,21159,USA,2024-08-13,Small Business,Active,Email,611,100212
CUST_000078,Kevin,Bush,lewismelissa@example.org,235-868-0442,1998-06-02,Male,"71210 Maria Forges
East Madison, MN 90453",New Brendaland,Alaska,08951,USA,2021-07-26,Small Business,Active,SMS,776,140811
CUST_000079,Debbie,Lamb,steinmaria@example.com,207-802-9667,1987-08-15,Female,"44720 Deborah Parks
Andradefort, AR 11998",Patrickchester,Illinois,84734,USA,2025-01-01,Enterprise,Active,App,473,197713
CUST_000080,Alicia,Mccoy,mayokimberly@example.com,587.259.8564x2059,2001-01-04,Male,"8593 Craig Shoals
West Amanda, WY 97108",Port Wendybury,Oregon,51412,USA,2022-05-09,Small Business,Active,SMS,395,86569
CUST_000081,Mary,Bruce,joelstewart@example.net,001-659-405-9929x378,1975-06-23,Other,"308 Smith Ridges
Port David, VT 23761",Brianberg,Pennsylvania,92866,USA,2025-03-01,Small Business,Active,Phone,450,31402
CUST_000082,Kim,Mathis,susan56@example.net,454-752-2675,1958-08-23,Male,"4422 Stacy Ports
Rosalesshire, AZ 24366",Samanthabury,South Dakota,74628,USA,2021-02-05,Individual,Cancelled,Email,766,133643
CUST_000083,Tyler,Rivera,youngtoni@example.org,+1-215-870-4331x5410,1972-03-09,Other,"7658 Garcia Neck
East Shannon, AS 04880",Andrewview,Connecticut,10226,USA,2022-04-15,Enterprise,Active,App,806,129766
CUST_000084,Pamela,Martin,paynerachael@example.org,599-870-6296x20153,1988-07-02,Male,"443 Brandon Ports Suite 205
South Christopherfort, ID 13213",East Georgeport,Colorado,62572,USA,2024-10-18,Individual,Active,Email,409,136449
CUST_000085,Kyle,Sanders,qjacobson@example.org,+1-686-525-6527x0477,1997-04-25,Male,"115 Arellano Radial
New Bruce, MS 68996",Sheppardfort,Oregon,31387,USA,2022-12-17,Individual,Active,App,351,171120
CUST_000086,Christian,Orr,shawrachel@example.net,+1-592-417-2233x20616,1997-02-15,Male,"68685 Stone Well
Port Isabellashire, NC 55498",South Edwardshire,Pennsylvania,76873,USA,2024-05-15,Individual,Active,App,843,171518
CUST_000087,Sheila,Buckley,floydmikayla@example.com,(846)279-9702x46299,1969-07-07,Other,"74505 Collins Ville
Garrisonville, VI 30379",West Terri,New Hampshire,42557,USA,2021-12-04,Small Business,Cancelled,App,816,136867
CUST_000088,Robert,Brewer,scottmcintyre@example.com,001-278-450-8214x8628,1956-09-21,Other,"07053 Richardson Mountain
Reidville, TX 04506",West Tracy,New Hampshire,23777,USA,2025-05-19,Small Business,Suspended,App,760,92945
CUST_000089,Thomas,Arnold,frank41@example.com,6608293333,1976-11-30,Male,"2290 Johnny Valley
Jenniferview, NE 49846",Stephenborough,New Jersey,40103,USA,2023-12-19,Enterprise,Active,App,544,96984
CUST_000090,Madison,Sanders,smithyvonne@example.com,+1-699-744-1715,1998-11-07,Female,"28309 Guerrero Springs Apt. 074
Rebeccafurt, MS 97065",New Jeanshire,Illinois,45480,USA,2024-03-18,Individual,Active,Phone,578,113040
CUST_000091,Jeffrey,Nichols,qknox@example.com,542.782.4172x48251,1958-08-25,Female,"5494 York Mountains Apt. 999
South Pamelahaven, DE 89721",Morenochester,Arkansas,20263,USA,2021-04-06,Enterprise,Active,Phone,536,125410
CUST_000092,James,Ortiz,tthomas@example.org,001-917-352-5007x43292,1952-09-24,Other,"6760 Amanda Street Suite 058
North Erica, SC 96655",East Heather,Minnesota,41407,USA,2021-03-22,Individual,Active,Email,724,131849
CUST_000093,Patrick,Chapman,cameronwilliams@example.com,889.285.6257x532,1958-12-20,Female,"09821 Dawson Turnpike
South Nancyview, WI 70589",New Virginiaville,Tennessee,03088,USA,2020-10-26,Enterprise,Active,Email,511,135138
CUST_000094,Darrell,Wallace,kelleythomas@example.org,404.861.8499,1996-11-28,Female,"1173 Kimberly Village
West Jade, LA 21521",New Tylerborough,Vermont,63502,USA,2022-03-26,Enterprise,Suspended,Email,689,150037
CUST_000095,Aaron,Powers,conleyelizabeth@example.org,981-214-3744,1950-11-13,Male,"5561 Melissa Cape
Port Devonburgh, MA 47362",Friedmanview,Washington,12684,USA,2022-06-10,Small Business,Active,App,729,166091
CUST_000096,Matthew,Wilson,rrivers@example.com,001-976-421-2021x697,1983-02-03,Other,"277 Paige Mill
North Josemouth, AL 92850",Lake Morgan,North Dakota,69065,USA,2024-01-08,Enterprise,Active,Phone,799,82520
CUST_000097,Christine,Reynolds,timothyalvarado@example.net,(728)590-0287x7217,1965-06-04,Female,"663 Stephen Unions
Millerfort, NV 41927",South Julietown,Connecticut,53380,USA,2022-08-22,Small Business,Active,App,644,130989
CUST_000098,Angela,Smith,connersylvia@example.net,988-737-5503x7589,1989-09-06,Other,"55488 Park Cape
South Donald, VT 97823",Rodriguezborough,Illinois,16327,USA,2025-03-25,Individual,Active,Phone,846,32069
CUST_000099,Philip,Bryant,jenniferrodriguez@example.com,2912779827,1979-06-07,Female,"292 Dale Shoals Suite 866
West Raymond, MA 39058",Ballardberg,Nebraska,79475,USA,2024-01-29,Enterprise,Active,Email,385,193492
CUST_000100,Kaitlyn,Evans,jennifer83@example.org,394.752.2885,1980-01-02,Female,"846 Alexandra Burg Suite 200
West Karen, GA 38068",Dwayneton,Vermont,39185,USA,2021-08-06,Individual,Suspended,Phone,351,93198
CUST_000101,Amber,Howard,rgarcia@example.net,+1-838-863-8406,2004-11-06,Female,"Unit 5800 Box 4397
DPO AE 83572",Kariside,West Virginia,79588,USA,2021-07-23,Small Business,Active,SMS,645,124385
CUST_000102,Jenny,Lee,rthompson@example.org,(628)416-0648,1954-09-19,Female,"7202 Carlson Trail
Tracyshire, OH 47435",Port Jasminehaven,Iowa,24601,USA,2023-03-08,Small Business,Active,Email,781,30081
CUST_000103,Kristie,Moore,odavis@example.org,+1-555-554-3987x80157,2004-12-27,Other,"1648 Johnson Path Suite 887
Williamsborough, MD 67858",North Garyside,Ohio,01461,USA,2023-09-18,Enterprise,Active,SMS,529,195431
CUST_000104,Jason,Soto,michellecoleman@example.org,386.312.0750,1947-12-31,Male,"346 Hayes Lodge
Stewartfurt, TX 16007",Lake Jenniferland,Wisconsin,98274,USA,2023-07-04,Enterprise,Active,Email,553,77261
CUST_000105,Jaclyn,Jones,robertsgina@example.net,547-466-0728,1991-08-16,Male,"245 Angela Point Apt. 100
Medinaland, ME 28033",Jasonhaven,Georgia,21597,USA,2021-07-01,Enterprise,Active,Phone,784,54986
CUST_000106,Christina,King,whitelauren@example.org,001-487-581-4141x39755,1950-11-19,Other,"7759 Steele Drives
Lindseychester, GA 01134",Johnbury,Virginia,97470,USA,2023-10-13,Individual,Active,SMS,677,68984
CUST_000107,Joshua,Ward,natalie77@example.com,001-347-281-2914x28341,1998-02-07,Other,"308 Stephens Plains Suite 256
Port Brittany, PR 38642",South Walter,Colorado,52508,USA,2022-05-25,Enterprise,Cancelled,Email,467,106536
CUST_000108,Alex,Allen,katherinetaylor@example.org,(599)327-5037,1961-03-26,Male,"567 Keith Canyon
Dakotahaven, SC 36348",Bethshire,Idaho,49870,USA,2023-11-06,Enterprise,Active,SMS,684,128980
CUST_000109,Michael,Valdez,blacknicholas@example.org,665.557.7908x27231,1954-01-17,Other,"365 Timothy Neck
Clarkburgh, SD 54358",East Bradleyshire,Pennsylvania,21620,USA,2021-04-02,Individual,Active,Phone,404,104058
CUST_000110,William,Macdonald,brianscott@example.org,869.490.4137x97723,1994-08-22,Other,"842 Nielsen Ranch
East Nicholasberg, CT 02671",New Michele,North Carolina,90202,USA,2022-09-04,Enterprise,Active,Email,655,164655
CUST_000111,Edward,Davis,mvalenzuela@example.org,+1-881-817-2980,1967-11-30,Female,"76599 Ronald Glens Suite 314
Scotttown, VT 97972",New Alexandrahaven,Alabama,49656,USA,2023-11-07,Enterprise,Active,SMS,312,135115
CUST_000112,Gwendolyn,Stewart,daniel69@example.com,986-495-9463x688,1967-11-26,Female,"9562 Julie Mission Apt. 138
Hartmanside, RI 91865",East Paultown,Colorado,19549,USA,2022-12-08,Individual,Active,SMS,770,65105
CUST_000113,Caroline,Davis,jeffrey19@example.org,001-666-598-4902x7703,1946-09-12,Female,"205 Diana Estate
West Kimberlystad, TN 52293",Willishaven,Alabama,97091,USA,2024-02-05,Individual,Active,SMS,795,146863
CUST_000114,Samantha,Dunn,michael43@example.net,376.390.4268,1976-04-11,Female,"489 Benson Lane
Carrillomouth, WI 60643",Mosleytown,New Mexico,15740,USA,2021-11-13,Enterprise,Active,SMS,551,47718
CUST_000115,Patrick,Kramer,ericahall@example.com,(958)780-4341x65182,1966-11-07,Female,"PSC 4237, Box 3334
APO AE 30543",Port John,South Carolina,47166,USA,2021-05-11,Small Business,Active,App,688,113184
CUST_000116,Daniel,Mora,waustin@example.net,4756957947,1969-08-24,Male,"86780 Long Spur
South Tiffany, UT 68423",Stewarttown,Alabama,88857,USA,2021-08-19,Small Business,Suspended,Phone,799,80605
CUST_000117,Bianca,Nguyen,jacob43@example.com,995.452.7636x5564,1980-07-30,Female,"Unit 3143 Box 8663
DPO AE 97303",South Linda,Idaho,55750,USA,2023-01-28,Small Business,Active,SMS,310,160430
CUST_000118,Wendy,Atkinson,kristen44@example.net,001-306-912-0347,1991-06-28,Male,"845 Robert Keys Apt. 998
Port Justin, MD 88737",Hamptonmouth,Colorado,50448,USA,2023-08-25,Individual,Active,App,800,170536
CUST_000119,Steven,Frye,daniellemcfarland@example.com,+1-899-661-1253x5544,2000-07-02,Male,"987 Jackson Walk Apt. 234
East Garrettville, CT 08862",Kelleytown,Wyoming,52538,USA,2023-03-14,Enterprise,Active,App,758,29520
CUST_000120,Wendy,Garcia,christopherhuynh@example.com,933-947-2282x0055,2006-01-01,Male,"728 Brittany Motorway Suite 884
Timothybury, AS 12239",Parkerchester,Kentucky,20911,USA,2022-02-04,Small Business,Active,Phone,613,199053
CUST_000121,Aaron,Ochoa,mauriceharrison@example.org,001-577-840-6493x085,2000-02-26,Other,"66341 Garrett Path
Justinside, AS 35736",Lopezland,Idaho,18408,USA,2022-01-10,Small Business,Active,SMS,735,169281
